true_x,true_y
-0.932066836190397,0.6659291084555166
0.872702532695003,0.5437532730088612
1.6902476758576357,1.0261959440358897
0.060824454823729335,-1.4124926022688642
-0.16745195146589764,0.5886588560211964
0.20637859095608627,0.47065957358575145
0.4288268430459537,-0.02856580091880231
-3.0569346333604903,-0.508016520748397
-1.8520379885537752,-1.4635436673603879
1.0538585346769942,1.3226876339014744
-2.633191436984949,-1.6685120215989508
0.8390875797680845,0.4251228738006961
-0.9011362443625895,0.34968813763923473
-0.2911795123921015,-0.2053600493457146
-1.2522475849961987,-2.060749381468172
-1.2712436173804191,-0.4253187562166955
-0.011848975470546863,-0.32747923566395165
-1.0739691697714828,-0.3435286990264558
-0.3319240864762383,0.78636743611729
1.7546733439352282,0.621018759774967
0.04301348037362335,-0.6614424830389776
-0.7399284248672797,-0.815494409497766
-0.9098352323005079,-0.5981048375277619
-0.27576553590390995,-1.8989577962815438
1.713600949228252,1.3398411478304417
-1.9447541542898572,-1.1982991746315204
-1.62700937494743,-0.4830742341580184
0.3603064820691908,1.300725881941012
-1.0380246324273341,-2.499833204381924
-0.1918470791961541,0.6177267400957968
-0.9143849216490488,-0.48830603948839574
0.5390425718038385,-0.4885457503175909
1.572335365550443,0.9510542287893309
0.497477159683397,-0.21049693264625982
1.4070635823133966,1.0138177913111632
-1.0993948872987325,-1.1103167264176783
-0.5007952215365238,0.30125856731468925
-0.18292408445095204,-0.35757276991468817
0.2479358675760126,0.7722709529230475
0.04876730681037103,0.3700291870585688
-0.39441262977661856,-0.3488239500548992
-0.08020525539811943,0.11078233601137043
-0.1605362204002204,-0.43610715265294875
-1.0696677535544445,0.17985581741691722
0.48750792841863977,-0.3092409434869823
1.0195973449200255,1.8831557306573037
0.15826639041723728,-0.2729887639387539
0.6151040109044388,1.1135033706262767
-0.8340401607863616,-1.813027634652439
-0.22761593686938303,-0.5581648829890316
2.431720067354812,1.589187585360894
-1.9317087523959793,-1.4392731207227671
0.23530232064044135,-0.22775809797690358
-0.23020544797053002,0.5134808716883139
-0.19401377952629023,-0.31402861113553104
-0.7917293549726725,0.5917891501047255
-2.1213796733264436,-1.0470424368092215
-2.501522151249274,-1.4769647843961542
1.5920414583453426,1.4063190741939562
1.3439990494395746,0.735775325328141
1.8786856721549985,1.2290775144149924
-0.9682939641458407,-0.6863994605171257
0.8530198771780422,1.5075565708172165
1.2574430792511144,1.3239821417877164
-0.3077584983011219,0.45083676827647046
0.423352576373934,0.04848140779735159
0.5013903515386134,0.6085396941430302
0.8755930925913865,-0.06630344325473053
-0.8410271524671338,-1.1052241843614765
-1.3854329217458674,0.49347212344478525
2.450083575976295,1.4850216961870506
-0.4871814380812103,-0.10863995382838133
-0.6087165289308548,1.3120291912215372
0.4361191208948302,1.4188742050796992
-0.46297384525840746,-0.18941954719681836
0.03969020769927382,-0.05188376667844905
1.5762681684558888,0.6725121304015904
-0.8795354647874524,-1.1183153673989488
-0.5418109717386879,-1.7590299675408911
-1.1241369916809365,-0.2710614490476528
-0.45330540344019554,-0.6508266428852488
0.28607083237069997,-0.6240114657972666
-0.1901523348735248,-1.3551970893039331
0.24075121120580734,-1.0291333389329513
1.0172798789174835,0.23124423462932056
1.1563574505871432,-0.9048092919775614
0.15059285426034197,0.655189514667067
-2.8045141891322265,-0.6444386757350964
0.22319769763878838,-1.340439782275164
0.5753708332772561,-0.77446387583327
0.8950230041857692,0.0733395706975802
-0.7867618674971636,0.17031654620020703
0.3513065280146511,-1.2029127753128028
-1.740446358131615,-1.2993840662322078
1.4065653868235306,2.8871648327529895
2.1448140814799204,-1.1482792985410097
-0.27361008864237046,-0.2232383724890491
-0.6447641034724972,-1.029431645869382
