weight,x_0_truth,x_1_truth
1.0,0.896256049226,1.87293150662
1.0,-1.08208874752,-0.466146091338
1.0,0.750088249245,4.24277903265
1.0,0.979087231949,0.739578448005
1.0,1.02288944297,3.13908734839
1.0,1.23200537603,-0.0220718663285
1.0,1.35565778483,3.97397784947
1.0,0.872682769748,-0.0438292214561
1.0,-0.699583109469,2.16487159944
1.0,0.69760506449,1.04696752421
1.0,1.68831291439,4.09680082304
1.0,2.3774466432,0.234842608208
1.0,-0.330879595954,2.33957083668
1.0,-0.108065387441,1.26244083625
1.0,-1.4080741461,1.03796418936
1.0,0.167411607299,0.359558884401
1.0,1.0430557046,0.713717605142
1.0,0.168876413487,1.14447980346
1.0,-0.0490323314798,2.74675215732
1.0,-0.10423914913,-0.197581895882
1.0,-0.616513875068,0.0249938421008
1.0,-0.217835537957,0.240914707852
1.0,1.37219550032,0.948553366352
1.0,-0.146340235713,0.291928575693
1.0,-0.542829006124,0.047352073402
1.0,0.069427427038,2.21850550795
1.0,1.02945166646,3.14441584406
1.0,0.035335355986,2.6092718754
1.0,-2.12543741975,0.504181562012
1.0,1.33840801996,0.871232693107
1.0,0.377727687631,-0.612111148197
1.0,-0.31032105706,0.725561134608
1.0,-0.76328009131,2.53499220258
1.0,0.839907002126,3.06977048367
1.0,0.824466869228,0.966009491382
1.0,0.948619567293,3.59744459112
1.0,-1.11394689296,-0.795371858731
1.0,0.111979002409,1.11784320388
1.0,-1.23606418552,0.765551626619
1.0,-0.123365831132,1.4061092804
1.0,1.57883463708,3.46801985757
1.0,-1.89874786377,1.16009060028
1.0,0.0239712096031,0.218002051604
1.0,-0.798711846017,1.27908500325
1.0,0.548047227624,1.46126736067
1.0,-0.752198717673,1.99510762802
1.0,0.240176457227,0.403172039933
1.0,1.12466343409,3.94329503719
1.0,0.363757463253,1.11992076988
1.0,0.0730633658615,0.470555993579
1.0,1.04292494775,1.05792687483
1.0,-0.878528661106,1.39334920391
1.0,-1.22154599201,0.121207394688
1.0,-0.313786206079,2.1407581764
1.0,1.71091671082,0.996868335871
1.0,-0.775305786735,-1.81798949082
1.0,-1.00522444503,3.36825417372
1.0,-0.225251650286,1.24064552334
1.0,-0.0275897098327,0.183844965997
1.0,-0.1563278099,2.21057287325
1.0,2.14619273951,0.958159459358
1.0,1.21381904823,4.65089756497
1.0,-0.698948737745,0.240892067668
1.0,0.393079886648,1.91099656888
1.0,0.121695493771,2.52738678794
1.0,0.11387657604,1.49393915558
1.0,0.0444705214706,0.33356781483
1.0,0.273369774857,2.45988313588
1.0,0.150933930395,1.04090194006
1.0,1.88686644391,3.18413893315
1.0,-0.94850094678,3.22648560755
1.0,1.66581292169,3.14811730263
1.0,0.204407316851,0.292847168974
1.0,-1.13166517619,1.62963077938
1.0,-0.800968256489,1.15231047325
1.0,0.647452684293,2.12381420495
1.0,-1.34433015258,0.871325020777
1.0,0.423044373875,-0.78791014629
1.0,-1.18740036888,2.02155932664
1.0,1.10154391717,0.379403704762
1.0,-0.280815538881,0.65069564867
1.0,0.97652253395,0.590758112877
1.0,-0.773983566737,-0.824127612172
