x_0_truth,weight,x_1_truth,x_0_reco,x_1_reco
-0.687740911695,1.0,1.49816218094,-0.77897824539,1.96358205746
0.83396994963,1.0,1.46493008334,0.863066402601,1.60304657087
-0.603647392091,1.0,-0.646333429181,-0.796357031616,-0.223407689015
0.442815606406,1.0,0.904202085979,0.597220192183,1.08430177126
-0.646276321069,1.0,0.975884845076,-0.514735129536,0.981541734704
-0.749768787932,1.0,2.46543161471,-0.890161349319,2.51410494692
0.457553457099,1.0,1.56463756429,0.528583052389,1.75747238028
0.0708130148175,1.0,0.63789912932,0.135755836715,1.52265057343
-1.09447928973,1.0,-0.355699291517,-1.10373315358,0.140762820668
-1.76161193893,1.0,-1.02038066105,-1.77386089344,-0.691773835373
-1.2621343551,1.0,-1.55690116547,-1.19614771943,-1.29897562287
-0.999826471665,1.0,-0.0092105221463,-0.770519382687,-0.037061141304
-1.38379621172,1.0,-0.0867150935961,-1.54001753486,0.000444318430055
-1.23307126702,1.0,2.10493225514,-1.27066100461,2.57670554694
0.0348123412771,1.0,1.13748965924,0.108296204705,0.979818693199
-1.56283410172,1.0,0.823267916984,-1.30052647055,0.383698381366
0.0516832655781,1.0,1.49939408328,-0.189486071179,1.60495040286
-0.142974459809,1.0,0.163510166324,0.061814138628,0.373430254591
-0.695801431499,1.0,0.0405435721834,-0.721060161712,0.349017582501
-2.42314448744,1.0,-1.26869042455,-2.36838024826,-1.07690104796
-1.49255818685,1.0,-0.455211084224,-1.6122704468,-0.597119660539
0.882340766719,1.0,3.40632980513,0.707208349005,3.64436776581
-0.0693679162331,1.0,2.14362774069,-0.148678549181,2.37709458992
1.62600115329,1.0,0.9600156308,1.61903172617,0.158298940308
-0.676616076758,1.0,1.7520844628,-0.427509979844,2.21587929152
0.402537093586,1.0,1.72195799818,0.903592456029,1.51077618391
-0.960183440252,1.0,1.62398577245,-0.975295368301,0.934848412806
-0.742578223644,1.0,3.09751375791,-0.755707981862,2.83822096119
-1.17072758007,1.0,0.593823488916,-1.22020903344,0.0470475694296
-1.64076237923,1.0,0.28288743492,-1.63435818161,-0.1662106462
-0.623364888032,1.0,0.365563271875,-0.644383147668,1.05919041357
-0.695731844537,1.0,1.10468375833,-0.994727714844,1.15088002219
-1.05807410729,1.0,2.15205716035,-1.35546261368,2.67169363101
0.453308648674,1.0,0.942526491524,0.59703007288,0.874835328985
-0.616079618139,1.0,0.621982501816,-0.762143599295,0.715555070149
-1.10717464519,1.0,0.0747120549634,-0.844371424053,1.1827336775
-0.710328397854,1.0,2.31141176988,-0.247699759571,1.93175764155
-1.33993692538,1.0,-0.524448439104,-1.2967232554,-0.79062071974
-0.311477553198,1.0,-0.210372648167,-0.59227685113,-0.597396961856
-1.13941641392,1.0,1.09008081766,-1.27796680282,1.14518042924
0.0431286387878,1.0,1.22222280817,0.302274422844,1.65429778515
-1.28851605357,1.0,-0.880285006685,-1.27840536815,-0.40820834723
0.966388374668,1.0,2.53835778215,1.00407229734,2.05124657509
-1.13141174862,1.0,-0.407503501474,-1.29295238443,-0.0843580633383
-1.33418046302,1.0,0.189010833578,-1.3785115609,0.259865594302
-0.384246204855,1.0,1.0731582361,-0.237845202169,1.25678247693
-0.378103591183,1.0,1.88411140724,-0.649810125397,1.29996246152
-0.527020188994,1.0,4.74193205613,-0.0957652830895,5.13024481432
-0.278869487861,1.0,0.647440627628,-0.332215500646,0.809831069449
-0.864574208581,1.0,1.89144014759,-0.68569652362,1.23047414
-0.24892524617,1.0,-1.0750912241,-0.236553747168,-0.897098168268
-1.88636389329,1.0,-1.39044365719,-1.7996729149,-1.5291126448
-1.17415637745,1.0,1.83696057775,-1.43087410938,1.60465751962
-1.07355269443,1.0,0.902900249254,-1.43349130311,1.14828251466
-0.275980684374,1.0,-0.326067792148,-0.459453322235,-0.509124994743
-0.249540147415,1.0,-1.01242781824,0.21176044306,-0.906510536864
-0.232335036604,1.0,0.0735322593178,-0.196622294638,0.522118076522
-1.44507927035,1.0,-1.35939763998,-1.60219829624,-1.29872108568
-0.772702272555,1.0,2.88706692629,-0.987402194366,2.91948704011
-1.92733929421,1.0,1.82751556857,-2.05887472463,2.12285837423
-1.18374236721,1.0,-1.09425331323,-1.22220335331,-1.26702556708
-1.29435726969,1.0,-0.483637616129,-1.00906012821,-0.297057448069
0.130761893617,1.0,2.06461971278,0.0920968227888,2.06757991177
0.300250696958,1.0,1.56956139836,0.419518113156,1.02377043269
-0.681650927194,1.0,1.0390378256,-0.632308933667,0.544004462223
-1.26972762918,1.0,3.34217099059,-1.68455354479,3.65438842323
-0.467623137549,1.0,0.588860888261,-0.350916731186,0.866193536492
-0.180969009296,1.0,1.69653290718,-0.290523231889,1.90517441942
-0.424227607765,1.0,2.78290312611,-0.609182515741,3.64914956153
-0.874702508438,1.0,1.23253531564,-0.715702351765,1.48631457007
-1.94026138662,1.0,-1.10033444329,-1.71545538646,-1.32751276862
-0.856514352358,1.0,-0.0828956923301,-0.736486565312,-0.494662869949
-2.11814128734,1.0,0.280035396278,-2.17949651706,0.122041029628
-1.23871414859,1.0,1.35698096157,-1.0180905433,1.15757020926
1.12801169804,1.0,1.61662357906,1.50033876302,1.8167363722
0.163893982316,1.0,2.59102737714,0.374155391158,3.06390985956
-1.2928140006,1.0,0.89692879595,-1.10226957671,1.33522322357
0.0273131426995,1.0,1.32973420927,-0.088153842083,1.80857270166
0.0112515087897,1.0,-1.48929896855,-0.184951416561,-1.18917940931
0.358029887787,1.0,3.53842965776,0.174802626245,3.77260190436
-0.0705444595723,1.0,2.56665627693,0.0610224927737,2.72824511727
-1.29261293997,1.0,3.7970130239,-1.41270381419,3.44755617331
-0.745335904275,1.0,1.40035810872,-0.511472305576,1.06823026306
-1.61939011183,1.0,-0.480442432621,-1.67060864536,-0.0481320957758
0.723065850187,1.0,1.74411049172,0.612934333017,1.44421930651
0.538372063261,1.0,1.50868736552,0.649314988119,0.785160071996
-1.64464848348,1.0,1.39987341347,-1.4737390496,1.57668725804
-1.1335620967,1.0,-3.00552539587,-0.867292505386,-2.93897574651
-1.8685133759,1.0,0.0882973079657,-2.14796710725,0.17171852885
-0.461540949508,1.0,0.652089244223,-0.46104553746,0.635416146236
-1.88549790446,1.0,1.12528333342,-2.01363201516,1.51338110644
0.828907183857,1.0,4.63718590143,1.01570739239,5.41572175863
-1.98136146358,1.0,-0.0681721949253,-2.30249191163,-0.0140551684541
-2.58707250683,1.0,0.310566744751,-2.65285122162,0.0255869973766
0.392363473298,1.0,1.15961669777,0.631944636615,1.24706213092
0.113192090871,1.0,2.71984298496,0.203301363635,3.03211902924
-0.235644903964,1.0,1.88399016669,-0.0993483256767,1.65988582811
-0.335318067078,1.0,0.568071928073,-0.346491286188,0.792972047555
-0.405803873962,1.0,-0.720747916495,0.0550234176769,-0.164271534534
0.133444865872,1.0,1.78054231469,0.216392203562,1.70824612524
-2.2891291366,1.0,1.35823044862,-2.51777771973,0.915284567573
-1.24768074115,1.0,-2.26109708142,-1.26589935037,-2.09382364803
-0.356120804211,1.0,1.7758996029,-0.172338306933,1.66887808936
-0.709772264128,1.0,0.459001207269,-0.583154282295,0.653789234182
0.925592688356,1.0,3.79307523128,1.23583691669,3.42977355481
-0.384171465609,1.0,1.51266577336,-0.369284337645,1.89720640186
-1.68781693277,1.0,0.461686377783,-2.00223786293,0.3123441195
0.796318578379,1.0,2.40215941433,0.661809130945,2.27797240897
-0.947493738377,1.0,-2.15666324853,-0.996866054684,-2.61450939861
-0.26960090877,1.0,2.50977670526,-0.362310683103,2.55766789645
-0.491948889676,1.0,2.22735946556,-0.855097530368,1.78807431787
-0.274156152751,1.0,2.35554215646,-0.287584939553,2.00779157784
-0.755247414512,1.0,1.13638707972,-0.600389753611,1.73421903744
-0.298965052918,1.0,0.811106878003,-0.412052247498,0.668048698087
-1.18011229836,1.0,-1.24451406372,-0.884602165362,-1.41655738179
-0.799568441761,1.0,-0.312522625823,-0.693242528417,-0.525849729742
0.505172416423,1.0,2.080837519,0.460917822002,1.17455713744
-0.707084905323,1.0,1.99946756775,-0.726031734535,1.84441381116
0.502580308044,1.0,2.29388485766,0.755988475147,2.14877953926
